
38.07,14.53,42.33,10.11,13.91,8.47,8.70,13.17,21.44,10.11,28.19,14.82,27.53,53.04,13.99,12.60,23.33,42.40,3
30.26,12.71,50.79,7.35,13.14,14.12,11.02,14.81,23.82,30.80,46.31,20.75,91.78,133.12,43.70,31.93,57.90,187.28,3
51.74,20.89,27.28,13.79,10.05,9.18,10.44,16.46,20.01,11.95,34.90,15.81,37.86,137.28,18.36,18.49,51.85,98.94,3
37.10,25.43,36.68,14.71,11.59,101.66,26.67,36.75,13.82,31.26,26.18,23.72,212.24,65.52,56.82,38.66,38.89,187.28,3
31.24,20.89,95.00,9.19,55.64,71.30,15.66,17.55,42.88,28.04,71.15,20.75,178.97,114.40,58.56,43.70,85.56,229.68,3
25.38,10.90,36.68,6.44,12.36,14.83,10.44,13.17,15.72,17.47,36.92,16.80,59.66,97.76,29.72,24.37,66.55,133.10,3
34.17,16.35,47.97,10.11,16.23,33.89,15.08,19.75,15.72,14.25,22.15,16.80,63.10,52.00,20.10,17.65,24.20,70.67,3
41.00,23.61,35.74,10.11,14.68,42.36,18.55,23.04,18.10,16.55,19.47,17.79,82.60,59.28,25.35,19.33,23.33,68.31,3
23.43,22.71,49.85,7.35,17.77,33.89,11.02,15.91,17.15,16.55,24.84,19.77,72.28,40.56,31.47,20.17,21.61,54.18,3
35.15,19.98,94.06,13.79,64.91,89.66,36.53,34.01,30.49,15.17,30.88,16.80,84.90,60.32,20.10,18.49,27.66,63.60,1
41.00,32.70,56.44,17.47,34.77,116.49,50.44,49.92,18.58,17.01,20.14,19.77,121.61,62.40,25.35,20.17,23.33,61.25,1
102.51,58.12,91.24,34.93,61.05,156.73,78.28,99.84,30.01,22.06,30.88,28.66,224.86,55.12,41.08,25.21,25.93,68.31,1
76.15,46.32,99.70,50.56,150.68,216.03,165.25,181.03,82.89,44.59,91.96,32.61,458.91,157.04,63.81,37.81,109.76,141.34,1
94.70,55.40,93.12,57.00,125.95,304.99,169.89,187.61,75.75,57.45,68.46,38.54,634.44,94.64,88.28,52.10,65.68,208.48,1
85.91,48.13,106.29,57.92,165.36,337.46,230.19,247.95,94.33,81.36,103.37,47.44,1032.54,171.60,131.11,80.67,120.13,387.51,1
32.22,19.07,55.50,13.79,36.32,57.18,22.61,29.62,28.11,31.26,42.29,22.73,175.53,86.32,45.45,31.09,50.99,162.54,2
32.22,19.98,39.51,13.79,36.32,86.13,35.37,44.43,33.35,31.26,57.73,22.73,192.74,92.56,52.45,37.81,70.00,197.88,2
32.22,16.35,53.61,10.11,37.86,61.42,37.11,32.91,29.54,23.44,51.68,17.79,146.85,128.96,35.84,30.25,75.19,160.19,2
31.24,23.61,85.60,11.03,44.05,53.65,23.19,31.27,32.39,26.20,43.63,21.74,151.44,96.72,40.21,29.41,46.67,137.81,2
60.53,36.33,93.12,20.23,22.41,69.89,42.33,61.99,32.39,31.72,42.29,26.68,221.42,85.28,47.20,31.93,41.48,131.92,2
91.77,61.76,135.45,33.10,66.45,243.56,96.25,116.30,56.21,44.13,61.08,35.58,426.78,112.32,80.42,49.58,58.77,187.28,2
